iter,TrainError,ValidationError
82,0.0531520552523345,0.052294555019872
83,0.0531052516429605,0.0522958273096241
84,0.0533184161090226,0.0522967677274182
85,0.0537309439925897,0.0512959425939733
86,0.053494703791468,0.0512962008204132
87,0.0540059546993982,0.0510238577304357
88,0.0540368386367358,0.050597211870737
89,0.0538978566637069,0.0516360374773793
90,0.0536632798570303,0.0516395483539515
91,0.0536533956816873,0.051720041448771
92,0.0536057375074089,0.0507564718201139
93,0.0542859062185219,0.0520109644908148
94,0.054347277978194,0.0516821495891535
95,0.0534392174450276,0.0520536153463573
96,0.0539007994747375,0.0499696855807534
97,0.0549357960080541,0.0521144577280925
98,0.0543112075869452,0.0499940903302543
99,0.0551994010730082,0.0522295114428145
100,0.0539048864603547,0.0499831798990182
101,0.0550387006596238,0.0523409728623671
102,0.0542156612081821,0.0500078943665905
103,0.054855201456847,0.0514161143721386
104,0.0545808742645079,0.0506985704696008
105,0.0550840718534563,0.0504681891868325
106,0.0544763584598432,0.0505593442415088
107,0.0549469028136936,0.0510264515482474
108,0.0544738460895011,0.0505269027445249
109,0.0551669380044312,0.0507908647726032
110,0.054563476231013,0.0500489149894707
111,0.0551062366165819,0.0508392328166323
112,0.0545927355711666,0.0506279181635939
113,0.0552885188940618,0.0510067951023426
114,0.0546072185594842,0.0506375438986348
115,0.0557153801067087,0.0500550722623976
116,0.0548406912510907,0.0509117148834046
117,0.0559025746965909,0.0503642704539547
118,0.0551679950432074,0.0517172737822867
119,0.0561006930047667,0.0520657939651525
120,0.0558286286692441,0.0517108167209254
121,0.0563073598449201,0.052097037785781
122,0.0555561641507723,0.0521294425017362
123,0.0556042561007023,0.0531175180164837
124,0.055909610012548,0.0521743511758422
125,0.0554627950633825,0.0534585063506406
126,0.0557275973921696,0.0535057538006562
127,0.0559602689821412,0.0535072320098062
128,0.0561013870732248,0.0540272478867717
129,0.0562786908622873,0.0540262930690211
130,0.0563141032312877,0.0542933087217303
131,0.0562764325814977,0.0542947860222121
132,0.056200829060043,0.0546033791876688
133,0.0562310850800769,0.0546003759730085
134,0.0560543195102668,0.0546894876440966
135,0.055836228058582,0.0546783675083348
136,0.0557845446370409,0.0546604111067949
137,0.0558448017553566,0.0551330400972781
138,0.055874217028953,0.05442110595146
139,0.0563470970424085,0.0534413910222167
140,0.0563146435741104,0.0546956893166146
141,0.0564645801258081,0.0547403462001777
142,0.0567726437121765,0.0557586717726755
143,0.0568347894897125,0.0557468586750428
144,0.0571177115777522,0.0557346957740391
145,0.0569366666892827,0.0557681724719795
146,0.0570015456423257,0.0560050856869626
147,0.0569652079314604,0.0560790263964878
148,0.0571970007088499,0.056311098840354
149,0.0569834704934948,0.0565396537922671
150,0.0570491912527238,0.0565208754206728
151,0.0570708949727737,0.0567886592042948
152,0.0570559730378224,0.0570039433097623
153,0.0565830661388703,0.056972175226559
154,0.0566926744748756,0.0583537069950125
155,0.0563946540271631,0.0583248773050409
156,0.0564089486051137,0.0588019199840155
157,0.0565711361194472,0.058102399315087
158,0.0566165877952746,0.0577665440845596
159,0.0564939262437017,0.0577286203772116
160,0.0566017508740482,0.0576972725304288
161,0.0563919596267546,0.0576687946023004
162,0.0565393265673506,0.057639453739254
163,0.056381822170871,0.0576431587293932
164,0.0568065135318941,0.0578367332523273
165,0.0567530033647341,0.0578014250425819
166,0.0567801343635139,0.057770331506236
167,0.0564914147585533,0.0588539520991814
168,0.0564779363308641,0.0588466742950705
169,0.0566590356204354,0.0651610125818122
170,0.0610274947838523,0.0586813142282658
171,0.057601469642474,0.0585045403668796
172,0.0573600622373756,0.0586161758806484
173,0.0566545723404304,0.0585665208149737
174,0.0569033011807787,0.0636977788549326
175,0.0609483916932168,0.0585096114556024
176,0.0574918053408092,0.0597570796264467
177,0.0570889882060609,0.0584004244853542
178,0.0573201228275333,0.0633616099618309
179,0.0606804274310931,0.0588069678430898
180,0.05763661671876,0.0584669761971118
181,0.0573986181890415,0.0571097896327388
182,0.0574022818885126,0.0624726528457031
183,0.0602837746419396,0.0604363851801365
184,0.0571840028111826,0.0590669162731638
185,0.0575195995045603,0.0615164532740378
186,0.0600716359295587,0.0604206470613281
187,0.0572798375615486,0.0576552896428427
188,0.0578177663850873,0.0622668802897036
189,0.0599514282308603,0.0596817730302578
190,0.0572777023366585,0.0575709997180985
191,0.0577213847599597,0.0620595474525079
192,0.0597447198862942,0.0576741953759438
193,0.0580272336576939,0.0585261925207258
194,0.0578451538938126,0.0618969990968163
195,0.0597168327450298,0.0577060480524106
196,0.0579546109982615,0.0585695332339285
197,0.0579534003817972,0.0617541946057861
198,0.0595374065517839,0.0587335882396256
199,0.0581605812893298,0.0586853418541999
200,0.0576651559719711,0.061859194504887
201,0.0591407085887766,0.0587839837374194
202,0.0582206009549441,0.0587516096998655
203,0.0577086941860158,0.0609998641519794
204,0.0590195244810233,0.0587489349763244
205,0.0578369828214222,0.0587383136270613
206,0.0572908446331583,0.0606224864449054
207,0.0595179150551002,0.0587779548813423
208,0.0572635209587059,0.0587229753007021
209,0.0572630147341207,0.0605428627185961
210,0.0588293392842991,0.0587988886043763
211,0.057320594040642,0.0580920959187922
212,0.0571371570955646,0.0613297733487272
213,0.0583105809174596,0.0590765907071088
214,0.0573215724724822,0.0593346725961554
215,0.0569797453556801,0.061372284098103
216,0.0586414331773041,0.0590422731687413
217,0.0568957660693123,0.0594605476826973
218,0.0572557610046829,0.0612840423669361
219,0.0585568607130834,0.0602818901070298
220,0.0567558173653268,0.0593932312765095
221,0.0573931037482591,0.0605708944606255
222,0.058797688012201,0.0603446599614979
223,0.0573253553780279,0.0589361966160913
224,0.0576680435966535,0.0606967229389222
225,0.0585225518487446,0.060522328644462
226,0.0578340215222717,0.0590007097765539
227,0.0575581447985884,0.0607133890531153
228,0.0586850366800558,0.0598960178516027
229,0.0579394098902153,0.0589866773535099
230,0.0577108169663504,0.0590350498661764
231,0.0576780561740198,0.0603153982679015
232,0.0586334791814119,0.0599331865876699
233,0.0576235695839586,0.0591516045433738
234,0.0575823601884191,0.057870064186643
235,0.0579548886453076,0.0605053605094401
236,0.0592826757332971,0.0587187290998346
237,0.0578647334328567,0.0587001203574887
238,0.0580964309020866,0.0579667117178615
239,0.0581284679841849,0.0597377895191381
240,0.0597703056439381,0.0586676875951301
241,0.0581416622201334,0.0578880398015241
242,0.0583440807834064,0.0571488622288948
243,0.0585665495101706,0.0583547373388918
244,0.0583093653611793,0.0583643804030173
245,0.0581051561999223,0.0583769601575467
246,0.0581213184527368,0.058267851775692
247,0.0580823395812225,0.0582695775624672
248,0.0580990632233722,0.0590167511381381
249,0.0580840642557964,0.0590260425308625
250,0.0583270032866924,0.0588993774198114
251,0.0581835253651553,0.0589037878584803
252,0.0583901438614606,0.058887082309227
253,0.0583659051428768,0.0588842190263336
254,0.0587923026743469,0.0588831081445917
255,0.0589914186152331,0.0588828943565284
256,0.0592208655150094,0.058895170324861
257,0.0590438892538191,0.0590027017501815
258,0.0590439227665316,0.0601328599378969
259,0.058841294403514,0.0601407813389624
260,0.059146675804476,0.0589194484937951
261,0.0589195807438112,0.0589092921803874
262,0.0591206257594564,0.058902369025168
263,0.0591238338328766,0.0588787178820912
264,0.0591392144430345,0.0588852561807522
265,0.0589123837635921,0.0588708232682823
266,0.0589373340572954,0.0588419187647177
267,0.058901052943562,0.0588152029917777
268,0.0588870157182928,0.0588176136913049
269,0.0588975470891674,0.0588136204356811
270,0.0588655833137872,0.0587849596609973
271,0.058853923997131,0.0587562821106204
272,0.0589073795639912,0.0587268624874838
273,0.0589011347220194,0.0587090985139399
274,0.0591471668054828,0.0587054067255293
275,0.0590713902780694,0.0586750682610876
276,0.0592980154944959,0.058657242606195
277,0.0592929053161046,0.0586402976804679
278,0.0593624694808787,0.0586091461719668
279,0.0592128243355366,0.0583959876355623
280,0.0596125044639569,0.0583697706069405
281,0.0596018459591517,0.0583440624167275
282,0.059587400405956,0.0583289573829905
283,0.0595712637665555,0.0583032125566322
284,0.0599692027209347,0.0594297545717868
285,0.059975139535401,0.0586211375291622
286,0.0597798065633232,0.0585919988875074
287,0.0596450044921412,0.0585602161018829
288,0.0595066753112117,0.058535457256247
289,0.0595144620537527,0.058510085664238
290,0.0595134537308922,0.0584815798126411
291,0.059491892497409,0.0576648181196866
292,0.0595048425801154,0.0576376801581171
293,0.059485768059455,0.0576040615112961
294,0.0594842055460068,0.0575707317532096
295,0.0594659370601309,0.0575384458595719
296,0.059326361292887,0.0574360234868591
297,0.0588976958498703,0.0574035860501658
298,0.0590965205663553,0.0573725191321455
299,0.0589535547231892,0.0574005240580219
300,0.0589338620678337,0.0573775020667444
301,0.0589170765975953,0.0573502371518484
302,0.0585167415648158,0.05732491130438
303,0.0584967825899201,0.0572995741145012
304,0.058704044160129,0.0572698007030765
305,0.0586765147803454,0.0573178796221256
306,0.0586580695142069,0.0572929436939438
307,0.0588460065171132,0.0572707548777352
308,0.0590739362220676,0.0573309023726601
309,0.0590553090374696,0.0573896899236604
310,0.059052966440208,0.0574136553816464
311,0.0591556901718501,0.0573868643871323
312,0.0591520644589299,0.0573601073123519
313,0.059133046434193,0.0564958706198327
314,0.0588083398824435,0.0564644837864942
315,0.0586706614340246,0.0531773111470637
316,0.0544861628224165,0.053080843705498
317,0.0547410775589313,0.0525267264153537
318,0.0541440902462167,0.0525266862280704
319,0.0548333038956691,0.0518839637446629
320,0.0541998474009715,0.0518599779610182
321,0.0544234819549761,0.0518374810510388
322,0.0543845022252566,0.0518129514678486
323,0.05421130856988,0.0523774740828136
324,0.054327896667737,0.0523571898624481
325,0.054233980065748,0.0531438463786536
326,0.0542654284369536,0.0527957544827911
327,0.0540599268449857,0.0527748507000021
328,0.0541727856712265,0.0527519030854673
329,0.0540936758932894,0.0527295941542315
330,0.0542024658627138,0.0527060673756292
331,0.054252187880893,0.0526832935007277
332,0.0542402193669759,0.052661440258533
333,0.0543598797720244,0.0526411780053955
334,0.0543563487622883,0.0526220279783542
335,0.0543533089256689,0.0526023166427583
336,0.0543369865945542,0.0525834383242757
337,0.0541571927323932,0.0526066581999481
338,0.0541680285748228,0.0525847508195943
339,0.0541518666183377,0.0525645613620256
340,0.0541622911382091,0.0525459937953235
341,0.0541482323154148,0.0524959708847864
342,0.0541342179671441,0.0524789350905338
343,0.0540153461628198,0.0524615593956472
344,0.0539277143187509,0.0524456066047315
345,0.0539407414922845,0.0525025202681389
346,0.0538767469561784,0.0524853246193399
347,0.0538633883259779,0.0524688820458925
348,0.0538455190622642,0.0524536351900513
349,0.0538331492031767,0.0524388879351662
350,0.053726532288482,0.0524210828908627
351,0.0538524329088635,0.0524036229898026
352,0.053984779867396,0.052387815297778
353,0.0538171302451352,0.0523708016076554
354,0.0536196671121377,0.0523524475349028
355,0.0536202031308023,0.0531133243180267
356,0.0537657989803049,0.05278846701385
357,0.0535979663022365,0.0522941182217096
358,0.0538197407038605,0.0522793848213094
359,0.0538213455331386,0.0522649254164793
360,0.0538113011953462,0.0522512634897331
361,0.0538133389116329,0.0522373918865583
362,0.0540154012046128,0.052223652741502
363,0.0540293334866583,0.0522098505238988
364,0.054010083240329,0.0521959810324465
365,0.0542669991699722,0.0521842157619238
366,0.0542707498210429,0.0521726378329554
367,0.0541106920751088,0.0521602010724898
368,0.0541029298097493,0.0521482001808802
369,0.0540954185829935,0.0521129029012673
370,0.0540993851578737,0.0521016943572867
371,0.053777827341824,0.0520884673433933
372,0.0544571930422816,0.0520783955769898
373,0.0543011628623309,0.052067680310597
374,0.0544672485369216,0.0516545093150398
375,0.0543001199379173,0.0516435840331883
376,0.0543008813218472,0.0516329692141719
377,0.0542950531582374,0.0516227647582945
378,0.0542894578335235,0.0524726771877794
379,0.054284122946975,0.0524640432825788
380,0.054439480311281,0.0524554983845521
381,0.0544345129720913,0.0524471754458115
382,0.0544404040905421,0.0524380935862548
383,0.0544358120775611,0.0524300982603474
384,0.0543586699940673,0.0524212575906191
385,0.0543846775377734,0.0524126088518433
386,0.05437924340751,0.0524031899708161
387,0.0543740757553073,0.0531804304521361
388,0.0543660373523646,0.0523856195264445
389,0.0543713440595632,0.0523755284887835
390,0.0543664192433862,0.0523669303880449
391,0.0543715218574828,0.0523582232014927
392,0.0545798910796287,0.0523496181154286
393,0.0545758625543156,0.0523406064788457
394,0.054571064644722,0.0523319294368339
395,0.054809166873737,0.0523236834352827
396,0.0547480917572061,0.0523158929241207
397,0.0545785738841298,0.0513710067304131
398,0.0545736236313564,0.0513620520180325
399,0.0545657597892724,0.0513525504311879
400,0.0545707076651398,0.0504030170237942
401,0.0545657897265391,0.050391904601341
402,0.0545614692461537,0.0503828641505689
403,0.0545575935362955,0.0503741339246077
404,0.0544441864089201,0.0503655193441833
405,0.0544499134289085,0.0503568004932651
406,0.0542796054485558,0.0503472826839248
407,0.054275687615814,0.0503381110327721
408,0.0542764584606543,0.0503125077333004
409,0.0540687838423627,0.0503030286884314
410,0.0539546987329957,0.0502936136301722
411,0.0543177673737054,0.0502841432744706
412,0.0542068340797209,0.0502747041508802
413,0.0542028780880185,0.050262734880939
414,0.0542082370037874,0.0502534406811551
415,0.0539862071284624,0.0502439711980536
416,0.0541936013587272,0.0502342680889679
417,0.0543387752437492,0.0502235275613578
418,0.0543439051716138,0.0502129848684819
419,0.0541891580094196,0.0502014927731991
420,0.0541835103532776,0.0501913793470734
421,0.0541796956527833,0.0501812700766587
422,0.0541924938327833,0.0501713641868529
423,0.0538601515043361,0.0501609670054369
424,0.0540188108798694,0.0501506459588307
425,0.0538570745591536,0.050140553270552
426,0.0538528479655859,0.0501308777837016
427,0.0538481689883267,0.0501700360418478
428,0.0537449560603798,0.0501602295119641
429,0.0537496263772313,0.0501505663285282
430,0.0537542715545055,0.0501411713442478
431,0.0539701235854767,0.0501318035928714
432,0.0539664859922299,0.0485692722495742
433,0.0524015334641097,0.0536460423525743
434,0.0542073027195728,0.0536300038534665
435,0.0538895718051084,0.0536202730730077
436,0.0538930987875037,0.0520259585195363
437,0.051950194940891,0.0547963052289957
438,0.0548783027180883,0.0547781114529729
439,0.0545088017470024,0.0536722987924062
440,0.0538367261614853,0.0513549669658593
441,0.0516209626028679,0.0538181195562279
442,0.0548937591095737,0.0538385287521791
443,0.0545148130057843,0.0513795288021179
444,0.051847684326613,0.0537789422975898
445,0.0551742213830436,0.0538082225095722
446,0.0546501295933918,0.0523410297270529
447,0.0513572308863901,0.0542404788237738
448,0.0553366272207911,0.054218058320108
449,0.054670134499063,0.0523248821329485
450,0.051137761916267,0.0554162169507885
451,0.055269468317038,0.0534864033240564
452,0.0511782566165273,0.055391087439135
453,0.0553153516181596,0.0554172610085387
454,0.0540177316785204,0.0534325450670559
455,0.0509264256549235,0.0553919986806565
456,0.0547848626873816,0.0533856406041648
457,0.050970878136528,0.0553662969732884
458,0.0548939735605746,0.0533433403323673
459,0.0513622566137352,0.0553413280725064
460,0.0552547616952557,0.0533011985010035
461,0.0514187677310203,0.0553137213057142
462,0.0552532370255136,0.055289969486146
463,0.0547419109208434,0.0532539070278113
464,0.0512300141466276,0.0552694588373971
465,0.0549878240483814,0.0532170096773237
466,0.0510973846306298,0.0552492829204949
467,0.0549830758764125,0.0531833415734689
468,0.051470311987371,0.0552313340965553
469,0.0549784488550342,0.0531518107779103
470,0.0514471528928328,0.0552130649304602
471,0.0549850247965759,0.0531226901180143
472,0.0514328840898997,0.055195812683513
473,0.0549812419067281,0.0530973266774284
474,0.0514118525129315,0.0551792964571545
475,0.0550661145125935,0.0520568561714725
476,0.0510358028980129,0.0541333350973424
477,0.0548981072012989,0.0520202213791461
478,0.0508385400482288,0.0541008717764293
479,0.0547209848519615,0.0519791861979779
480,0.0504739374409358,0.0540803399614292
481,0.0543561501371723,0.0519840555716271
482,0.0504594182520022,0.0540639355175048
483,0.0543429030720239,0.0519558815160828
484,0.0504433186020995,0.0540775830417914
485,0.0543514920022389,0.0519277435569576
486,0.050371742848604,0.0540577378044161
487,0.0541643477612611,0.0519335621790928
488,0.0501757213849218,0.0519144318171191
489,0.0504808705567455,0.054030351921001
490,0.0542391825709166,0.051886160796713
491,0.0501473825218219,0.0540163428706083
492,0.0540361309027583,0.0518679873427657
493,0.0500643627460807,0.0539961616050372
494,0.0540324129000246,0.0518461410337868
495,0.0500523989739951,0.0539769845597603
496,0.0540313289104479,0.0518231237118933
497,0.0496824477389998,0.0539873209464441
498,0.0532887277285398,0.0517972607148793
499,0.0493481807513665,0.0517807450674226
500,0.0495966415518684,0.0539290526924842
501,0.0535099383435858,0.0517538403799294
502,0.0495854650588003,0.0539374599785364
503,0.053350334629657,0.0517284479559015
504,0.049384017425703,0.0538965901620304
505,0.0532559026111889,0.0516867731324689
506,0.0495820954313471,0.0516726020741277
507,0.0497589812418438,0.0538713346790748
508,0.0536953570443912,0.0516492765048009
509,0.0497951593952911,0.0538505970904784
510,0.0535391976847905,0.0516276919472002
511,0.0495451587529279,0.0538313998024807
512,0.0534432516484875,0.0516087432165881
513,0.0495412321776795,0.0515967683857507
514,0.0497640328716049,0.0527523983042331
515,0.053689794765582,0.0505175163154851
516,0.0497004084104591,0.0527313146516233
517,0.0537395890919969,0.0504964593860583
518,0.0496408117275635,0.0504840523224956
519,0.0499706147853481,0.0527070758150645
520,0.0540956123393167,0.0504634027450315
521,0.0498506715414947,0.0526873250202467
522,0.0539361472567745,0.049378487617549
523,0.0497014030046469,0.0493657288002596
524,0.0498358814654156,0.0515957105002649
525,0.0535518347722968,0.0493431543540069
526,0.0494637501462268,0.0515748319549015
527,0.0534236388875616,0.0493221533047351
528,0.0493013438730676,0.0493107861968061
529,0.0497157263078253,0.0515492556853903
530,0.0533681559182794,0.0492902466962591
531,0.0496315074879149,0.0515297365422941
532,0.0535080393833395,0.0492711747801107
533,0.049184127847553,0.0492603637023431
534,0.0495075317476467,0.051505710313813
535,0.0533116648293852,0.0492403560829969
536,0.0494312599036952,0.0492296949564916
537,0.049567703262528,0.0514809913876436
538,0.0534592925721773,0.0492102663646442
539,0.0494155391408326,0.0514361841414853
540,0.0533015717483032,0.049166383161332
541,0.0492539921525541,0.0491552528612618
542,0.0496853262543291,0.0514287688309182
543,0.0534549357567849,0.0491353036906007
544,0.0494635588551371,0.0491429544413454
545,0.0496922585716382,0.0514040569067142
546,0.0534470742961489,0.0491222153613245
547,0.049701086986285,0.0491118305462626
548,0.0496814973518997,0.0513796179900132
549,0.0534649245250724,0.0491132252616789
550,0.0496991459202628,0.0490824677480005
551,0.0496792951416309,0.0513557511277805
552,0.053457077248201,0.0490845976344738
553,0.0496885002409238,0.0490753960553543
554,0.0498231248408365,0.051353170879112
555,0.0534448769531165,0.049057319505798
556,0.0498869500499984,0.0490485326899728
557,0.0500217546218714,0.049038984679914
558,0.0500395161473438,0.0513260114382372
559,0.0537956787350678,0.049020592403331
560,0.0498166458365886,0.049010290679397
561,0.049804107689144,0.0513005842192872
562,0.0539476926278273,0.0489925275899096
563,0.0499457840825227,0.0489838857930841
564,0.0499981989161616,0.0489469102487029
565,0.0501799028036301,0.0512448653961444
566,0.0541461913224379,0.0489293275982238
567,0.049995006054086,0.0489207822724575
568,0.0499845866133157,0.051222358265279
569,0.0541408908146759,0.048923019258673
570,0.0498739134350811,0.0489149972436628
571,0.0497846615584017,0.0512190360750304
572,0.0537915180207599,0.0489094602500336
573,0.0499036696563842,0.0488713186345282
574,0.0498795363485564,0.0488625378820001
575,0.0499120999259728,0.0522318207176322
576,0.0538981629394048,0.0488443119595338
577,0.0498682727296615,0.0488360671421412
578,0.0500419815693952,0.0522053574240715
579,0.0537390006836159,0.0488186039515555
580,0.0498717951730082,0.0488111455844826
581,0.0500225645534691,0.0498552861485016
582,0.0500154637206265,0.0521750591695642
583,0.0540165707618864,0.0487856977708906
584,0.049442966926062,0.0498267878498147
585,0.04962093997237,0.0521493828132139
586,0.0534765459102687,0.0487605577837972
587,0.0494488837611845,0.0487534669571448
588,0.0496070653250995,0.0497907467118501
589,0.0495942481074659,0.0521198188450743
590,0.0536088294958191,0.0487292461744402
591,0.0494236430548151,0.0497648253136032
592,0.0495871235975125,0.0497567065762803
593,0.0495806893996134,0.0520914893008897
594,0.0536038777881363,0.0497388190814056
595,0.0496611927216442,0.0497311949077234
596,0.0495884725941933,0.0520678012186444
597,0.053468960087508,0.0486775400868355
598,0.049414357884593,0.049707082062755
599,0.0495764724906596,0.0496996916440446
600,0.0495705294476046,0.0520415856361401
601,0.053453238893731,0.0496981324820708
602,0.0495936895443329,0.0496764888384414
603,0.0495731550637546,0.0496697141740882
604,0.0495678587437229,0.0520159298900266
605,0.0536078275862041,0.0496686757667026
606,0.0495838562148129,0.049661525889248
607,0.0496429918348869,0.0496549394466217
608,0.04955554345289,0.0520043481383207
609,0.0536002271442248,0.0496395730314614
610,0.0495721966811455,0.0496337282414391
611,0.0496245088056266,0.049627429478536
612,0.0495401414161501,0.0519802252454242
613,0.0537704165026238,0.0496119877373019
614,0.0495519426310231,0.049606425762419
615,0.0496103881403216,0.0496004931966079
616,0.0494529632748,0.0519564371476622
617,0.0536324044176841,0.0495856701830269
618,0.0494652845086852,0.0495803698801585
619,0.0495234136380328,0.0495746992662478
620,0.0496195942589883,0.0495687329066998
621,0.0497646149138589,0.0519295359124492
622,0.053635674454068,0.0495544750411419
623,0.0495311033533499,0.0484146315926749
624,0.0498385062373259,0.0484088163060885
625,0.0499768081916186,0.0507715337335836
626,0.0538380241510835,0.0492043816729332
627,0.0497300795941764,0.049197833912446
628,0.0498192301377209,0.0483821410550201
629,0.0501683665091665,0.050747688698565
630,0.0540401774739366,0.0491784798899157
631,0.049923468249803,0.0491730227394383
632,0.0500976597425882,0.0491672432159924
633,0.0500156594255683,0.0517334079002408
634,0.0540327260554699,0.049167802392959
635,0.0499132740635449,0.049162566101768
636,0.0500871554957944,0.049144033700279
637,0.0500055171759893,0.0501422384679137
638,0.0501432891925395,0.0525131232993209
639,0.0540325063105438,0.0491395964878738
640,0.0500845048183296,0.0491344341396782
641,0.0500032758658372,0.0501301000197664
642,0.0501409243167479,0.0525028833673244
643,0.0538618441033441,0.0491173464147358
644,0.0498922542883493,0.0501099224354484
645,0.0498888180971565,0.0501042356311585
646,0.0499482064492279,0.0500985139425559
647,0.049944968116047,0.0524747603644939
648,0.0536527724275461,0.0500855628374777
649,0.0498794381856191,0.0500801388551211
650,0.0497987295817585,0.0500747633762364
651,0.0499357503158844,0.0524527624403667
652,0.0534824881751289,0.0500622277819496
653,0.0498913022133986,0.0500569778331381
654,0.0500988232155329,0.050051771270687
655,0.0501581218302185,0.0524318082748567
656,0.0536893875033395,0.0500397094088142
657,0.0500930246535216,0.0500347501319281
658,0.050089912684423,0.0500298354899432
659,0.0501493113412697,0.0524115397047114
660,0.0536837473334521,0.0500171632540472
661,0.050088073459384,0.0500116619419597
662,0.0500850996419299,0.050006931523325
663,0.05014449342982,0.0500021557860488
664,0.0501417007556918,0.0523876654220106
665,0.0536818384057826,0.0499909391570404
666,0.0500770717758942,0.0499864167974332
667,0.0502131962222834,0.0499818497386968
668,0.0501337763226949,0.0499773590397189
669,0.0501311803229344,0.0523659974916321
670,0.0536764614908438,0.049966550024099
671,0.0503466402531488,0.049962202037175
672,0.0501262997673101,0.0499578556892133
673,0.0501237958030277,0.0523479248419921
674,0.053671402720215,0.0499473037154486
675,0.050204749997817,0.049942504088666
676,0.0503404997019555,0.0498918058875578
677,0.0502615726711721,0.0498875465127177
678,0.0501162519686676,0.052280133890104
679,0.0536599439046027,0.0498769752228467
680,0.050337255703667,0.049872782159947
681,0.0503263303768386,0.049868543992862
682,0.0502477110312303,0.0498643312432665
683,0.0502452741723911,0.0522596433378958
684,0.0538017453205892,0.0510466545669499
685,0.0503275132171683,0.0510424737212218
686,0.0502491552821803,0.0510383229281358
687,0.0502468510503958,0.0534348806535365
688,0.053805504191812,0.0510284125798056
689,0.0503209769565439,0.0510244116536763
690,0.0504534019730893,0.051020420763049
691,0.0504512791989537,0.051016500162688
692,0.0504406806268126,0.0534155095906887
693,0.0540788925627837,0.0510068601101021
694,0.0505183154757782,0.0510029242890299
695,0.050440511545917,0.0509990150529748
696,0.0504384347240818,0.0509951343231916
697,0.0504325707446268,0.0533965478177809
698,0.0540745387611647,0.0509965438820236
699,0.0500304904466093,0.0509917625878215
700,0.0500282484620564,0.0509768760100161
701,0.0500260153928734,0.0509727708730176
702,0.0500150759550224,0.053375757681077
703,0.0536580405456063,0.050973307662973
704,0.0500166008299257,0.050969151915544
705,0.050014369964088,0.0509650285562551
706,0.0500121710436381,0.0509609367024336
707,0.0500081542012883,0.0533661408547123
